问题,来源,考试类型
艺体类专科考生在分数相同时如何确定录取顺序？,321,"['高考学考_艺术类统一考试', '高考学考_体育类统一考试']"
专科艺体类批次中，同分考生如何按位次投档？,321,"['高考学考_艺术类统一考试', '高考学考_体育类统一考试']"
专科普通批次投档中，如果考生总分相同，会按照什么顺序进行比较？,322,['高考学考_秋考']
同分考生在专科普通批次录取时的优先级是如何确定的？,322,['高考学考_秋考']
当考生总分相同时，专科批次的投档顺序是怎样的？,322,['高考学考_专科自主招生']
专科批次征求志愿的相关信息（如分数线、缺额计划等）如何获取？,323,['高考学考_专科自主招生']
考试院针对专科未录取考生会公布哪些具体数据？,323,['高考学考_专科自主招生']
填报专科征求志愿时，考生需要参考哪些官方发布的资料？,323,['高考学考_专科自主招生']
2024年上海专科批次征求志愿的填报时间段是什么时候？,324,['高考学考_秋考']
艺体类考生填报专科征求志愿的截止时间是什么时候？,324,"['高考学考_艺术类统一考试', '高考学考_体育类统一考试']"
考生应通过哪个网站填报专科批次的征求志愿，具体时间如何安排？,324,['高考学考_专科自主招生']
高职专科批次的征集志愿会降低分数线吗？,325,['高考学考_专科自主招生']
专科补录志愿填报时是否有降分政策？,325,['高考学考_专科自主招生']
专科批次的第二次征求志愿录取时分数会下调吗？,325,['高考学考_专科自主招生']
高校的录取规则应通过什么渠道查询？,326,['高考学考_秋考']
哪类文件明确规定了高校的录取规则？,326,['高考学考_秋考']
招生简章中必须包含哪些与录取相关的内容？,326,"['高考学考_秋考', '高考学考_春考', '高考学考_专科自主招生', '研考成考_研究生招生考试', '研考成考_成人高考', '中考中招_中考中招']"
上海户籍考生被外省市普通高校录取后，需要满足哪些条件才能申请2023年的经济补贴？,327,['高考学考_秋考']
哪些录取批次的考生无法获得2023年上海外省市高校经济补贴？,327,['高考学考_秋考']
2024年之后还能申请外省市普通高校录取的一次性经济补贴吗？,327,['高考学考_秋考']
一次性经济补贴的申请时间范围是什么？,328,[]
通过哪些渠道可以申请一次性经济补贴？,328,[]
申请一次性经济补贴需要准备哪种类型的银行卡？,328,[]
2023年录取考生的纸质档案转递手续办理截止日期是什么时候？,329,['高考学考_秋考']
如何查询纸质档案转递至高校的具体办理时间？,329,['高考学考_秋考']
考生需在何时完成向高校移交纸质档案的手续？,329,['高考学考_秋考']
办理纸质档案转递需要携带哪些材料？,330,[]
本市应届高中毕业生应去哪里领取纸质档案？,330,['高考学考_秋考']
纸质档案转递后能否自行拆封？,330,[]
复读生的纸质档案中包含哪些重要材料？,331,['高考学考_秋考']
未领取的复读生档案会被转移到哪里？,331,['高考学考_秋考']
复读生可以自行拆封个人档案吗？,331,['高考学考_秋考']
高考缴费后多久可以下载报名费发票？,332,['高考学考_秋考']
通过哪个平台可以获取高考报名费的电子发票？,332,['高考学考_秋考']
考生本人如何打印高考缴费的发票？,332,['高考学考_秋考']
新生入学时照片审核未通过，应该联系哪里处理？,333,[]
高校新生注册系统提示照片比对失败，需要如何解决？,333,[]
入学照片在系统验证中不匹配，应该联系哪个部门协助？,333,[]
2024年各区招考机构的联系方式如何获取？,334,['中考中招_中考中招']
哪里能查到今年各区招考机构的办公地址和电话？,334,['中考中招_中考中招']
能否提供各区招考机构最新的地址及联系电话？,334,"['中考中招_中考中招', '高考学考_秋考']"
本市普通高校考试招生有哪些类型？,335,"['高考学考_秋考', '高考学考_春考', '高考学考_艺术类统一考试', '高考学考_体育类统一考试', '高考学考_三校生高考', '高考学考_专科自主招生']"
春季考试是否属于普通高校招生方式之一？,335,['高考学考_春考']
除了秋季统一高考，上海还有哪些高校招生形式？,335,['高考学考_秋考']
应届高中毕业生如何通过学校进行春考网上报名？,336,['高考学考_春考']
高三在校生的春考报名需要自己单独操作吗？,336,['高考学考_春考']
本市应届生的春考报名由哪个机构统一组织？,336,['高考学考_春考']
非本市应届高中毕业生参加春考时如何确定报考区域？,337,['高考学考_春考']
上海春考报名中，不同户籍类型的考生应如何选择报考所在区？,337,['高考学考_春考']
往届生和在职人员在春考报名时怎样选择对应的报考区？,337,['高考学考_春考']
应届三校生是否有资格报名参加上海市春季高考？,338,['高考学考_春考']
哪份政策文件明确禁止应届三校生参加春考？,338,['高考学考_春考']
根据上海市教委规定，哪些考生群体无法报考春季考试招生？,338,['高考学考_春考']
往届三校生报考上海春考是否受户籍限制？,339,['高考学考_春考']
应届毕业的三校生是否有资格参加上海市春季高考？,339,['高考学考_春考']
春考的报名政策依据哪个具体文件规定？,339,['高考学考_春考']
应届高中生报考春季考试时，是否必须所有学业水平合格考科目成绩达标？,340,"['高考学考_春考', '高考学考_高中学业水平考试']"
如果应届生有一门高中学业水平合格考未通过，能否参加春季考试的志愿填报？,340,"['高考学考_春考', '高考学考_高中学业水平考试']"
市教委对春季考试应届生的学业水平合格考成绩有何硬性要求？,340,"['高考学考_春考', '高考学考_高中学业水平考试']"
上海春季高考针对不同户籍考生需要哪些证明材料？,341,['高考学考_春考']
非沪籍考生报考2024年春考的具体条件是什么？,341,['高考学考_春考']
往届毕业生参加上海市春考需满足哪些要求？,341,['高考学考_春考']
本市户籍的应届高中毕业生报考春季考试需准备哪些材料？,342,['高考学考_春考']
本地普通高中应届生满足什么条件可参加春季高考？,342,['高考学考_春考']
报考春季考试的本市应届毕业生是否需要额外材料？,342,['高考学考_春考']
户籍在本市但在外地普通高中就读的应届毕业生，参加春考需准备什么材料？,343,['高考学考_春考']
非本市高中毕业的本地户籍学生申请春考需要哪些证明文件？,343,['高考学考_春考']
应届生户籍在本市但就读外省高中，报考春考要提交哪些文件？,343,['高考学考_春考']
驻外使领馆随任的应届毕业生报考本市春季考试需提交哪些证明材料？,344,['高考学考_春考']
本市户籍的驻外工作人员子女参加春季高考需满足哪些资格要求？,344,['高考学考_春考']
应届毕业生为驻外使领馆随任子女且户籍在本市，申请春季考试需提供什么文件？,344,['高考学考_春考']
本市户籍的往届生报考春季高考需提交哪些材料？,345,['高考学考_春考']
本市高中毕业的往届生参加春考需满足哪些资格要求？,345,['高考学考_春考']
户籍在本市的往届毕业生申请春考时，是否需要其他附加条件或文件？,345,['高考学考_春考']
"""非本市高中毕业的本市户籍往届生报考春考，需要满足什么要求？""",346,['高考学考_春考']
"""本市户籍的往届生，如果高中在外地就读，申请春季高考需提交哪些材料？""",346,['高考学考_春考']
"""报考春考的非本市高中毕业往届生，除了户籍证明外还需准备什么？""",346,['高考学考_春考']
驻外使领馆随任子女作为往届生且为本市户籍，申请春季高考需提交哪些材料？,347,['高考学考_春考']
本市户籍的驻外工作人员随迁往届生，报考春季考试需满足什么资格要求？,347,['高考学考_春考']
往届毕业生是本市户籍且为驻外使领馆工作人员子女，报考春考要准备什么证明文件？,347,['高考学考_春考']
父母一方持有上海居住证的非本市户籍考生，若报考春季考试需满足哪些毕业和居住证条件？,348,['高考学考_春考']
持积分达标上海居住证的外地户籍应届生，报考春考需提供哪些身份证明材料？,348,['高考学考_春考']
非沪籍考生以积分达标居住证子女身份参加上海春季高考，对父母居住证持有年限有何要求？,348,['高考学考_春考']
往届非沪籍考生报考上海春考需提交哪些证明材料？,349,['高考学考_春考']
